,id,terrestrial_date,sol,ls,month,min_temp,pressure,terrestrial_days_on_mars
348,364,2013-09-24,403,25,1,-80.0,883.0,0 days 00:00:00.000000349
349,367,2013-09-25,404,26,1,-78.0,884.0,0 days 00:00:00.000000349
350,366,2013-09-26,405,26,1,-82.0,885.0,0 days 00:00:00.000000350
351,374,2013-09-27,406,27,1,-81.0,886.0,0 days 00:00:00.000000351
352,370,2013-09-28,407,27,1,-81.0,887.0,0 days 00:00:00.000000352
353,369,2013-09-29,408,28,1,-80.0,887.0,0 days 00:00:00.000000353
354,368,2013-09-30,409,28,1,-81.0,887.0,0 days 00:00:00.000000354
355,373,2013-10-01,410,29,1,-81.0,888.0,0 days 00:00:00.000000355
356,372,2013-10-02,411,29,1,-82.0,887.0,0 days 00:00:00.000000355
357,371,2013-10-03,412,30,2,-80.0,888.0,0 days 00:00:00.000000356
358,376,2013-10-04,413,30,2,-82.0,888.0,0 days 00:00:00.000000357
359,375,2013-10-05,414,31,2,-79.0,889.0,0 days 00:00:00.000000358
360,377,2013-10-06,415,31,2,-82.0,890.0,0 days 00:00:00.000000359
361,378,2013-10-07,416,32,2,-79.0,889.0,0 days 00:00:00.000000360
362,379,2013-10-08,417,32,2,-82.0,890.0,0 days 00:00:00.000000361
363,380,2013-10-09,418,33,2,-79.0,891.0,0 days 00:00:00.000000362
364,381,2013-10-10,419,33,2,-82.0,891.0,0 days 00:00:00.000000362
365,385,2013-10-11,420,33,2,-80.0,892.0,0 days 00:00:00.000000363
366,382,2013-10-12,421,34,2,-81.0,890.0,0 days 00:00:00.000000364
367,384,2013-10-13,422,34,2,-82.0,891.0,0 days 00:00:00.000000365
368,383,2013-10-14,423,35,2,-81.0,892.0,0 days 00:00:00.000000366
369,386,2013-10-15,424,35,2,-81.0,893.0,0 days 00:00:00.000000367
370,393,2013-10-16,425,36,2,-81.0,893.0,0 days 00:00:00.000000368
371,388,2013-10-17,426,36,2,-79.0,893.0,0 days 00:00:00.000000368
372,392,2013-10-18,427,37,2,-81.0,893.0,0 days 00:00:00.000000369
373,391,2013-10-19,428,37,2,-81.0,894.0,0 days 00:00:00.000000370
374,387,2013-10-20,429,38,2,-82.0,895.0,0 days 00:00:00.000000371
375,390,2013-10-21,430,38,2,-82.0,896.0,0 days 00:00:00.000000372
376,389,2013-10-22,431,39,2,-83.0,895.0,0 days 00:00:00.000000373
377,395,2013-10-23,432,39,2,-80.0,896.0,0 days 00:00:00.000000374
378,394,2013-10-24,433,40,2,-81.0,895.0,0 days 00:00:00.000000374
379,397,2013-10-26,434,40,2,-80.0,896.0,0 days 00:00:00.000000376
380,396,2013-10-27,435,40,2,-81.0,896.0,0 days 00:00:00.000000377
381,398,2013-10-28,436,41,2,-81.0,897.0,0 days 00:00:00.000000378
382,399,2013-10-29,437,41,2,-82.0,898.0,0 days 00:00:00.000000379
383,400,2013-10-30,438,42,2,-79.0,899.0,0 days 00:00:00.000000380
384,401,2013-10-31,439,42,2,-80.0,899.0,0 days 00:00:00.000000381
385,404,2013-11-01,440,43,2,-80.0,899.0,0 days 00:00:00.000000381
386,402,2013-11-02,441,43,2,-81.0,900.0,0 days 00:00:00.000000382
387,405,2013-11-03,442,44,2,-80.0,900.0,0 days 00:00:00.000000383
388,403,2013-11-04,443,44,2,-81.0,901.0,0 days 00:00:00.000000384
389,407,2013-11-16,455,50,2,-84.0,905.0,0 days 00:00:00.000000394
390,406,2013-11-17,456,50,2,-83.0,905.0,0 days 00:00:00.000000395
391,409,2013-11-24,463,53,2,-86.0,906.0,0 days 00:00:00.000000401
392,410,2013-11-25,464,54,2,-84.0,906.0,0 days 00:00:00.000000402
393,412,2013-11-26,465,54,2,-85.0,906.0,0 days 00:00:00.000000403
394,415,2013-11-27,466,55,2,-85.0,907.0,0 days 00:00:00.000000404
395,411,2013-11-28,467,55,2,-84.0,907.0,0 days 00:00:00.000000405
396,414,2013-11-29,468,55,2,-85.0,907.0,0 days 00:00:00.000000406
397,413,2013-11-30,469,56,2,-85.0,908.0,0 days 00:00:00.000000406
398,475,2013-12-02,470,56,2,-85.0,907.0,0 days 00:00:00.000000408
399,479,2013-12-03,471,57,2,-84.0,906.0,0 days 00:00:00.000000409
400,416,2013-12-04,472,57,2,-84.0,907.0,0 days 00:00:00.000000410
401,417,2013-12-05,473,58,2,-86.0,907.0,0 days 00:00:00.000000411
402,420,2013-12-06,474,58,2,-84.0,906.0,0 days 00:00:00.000000412
403,419,2013-12-07,475,59,2,-85.0,906.0,0 days 00:00:00.000000412
404,418,2013-12-08,476,59,2,-85.0,906.0,0 days 00:00:00.000000413
405,421,2013-12-09,477,60,3,-85.0,907.0,0 days 00:00:00.000000414
406,422,2013-12-18,486,64,3,-84.0,904.0,0 days 00:00:00.000000422
407,473,2013-12-19,487,64,3,-85.0,904.0,0 days 00:00:00.000000423
408,480,2013-12-20,488,64,3,-87.0,903.0,0 days 00:00:00.000000424
409,423,2013-12-21,489,65,3,-85.0,904.0,0 days 00:00:00.000000425
410,434,2013-12-22,490,65,3,-87.0,903.0,0 days 00:00:00.000000425
411,433,2013-12-23,491,66,3,-86.0,903.0,0 days 00:00:00.000000426
412,427,2013-12-24,492,66,3,-86.0,903.0,0 days 00:00:00.000000427
413,426,2013-12-25,493,67,3,-84.0,902.0,0 days 00:00:00.000000428
414,429,2013-12-26,494,67,3,-85.0,902.0,0 days 00:00:00.000000429
415,431,2013-12-27,495,68,3,-86.0,900.0,0 days 00:00:00.000000430
416,428,2013-12-28,496,68,3,-85.0,901.0,0 days 00:00:00.000000431
417,425,2013-12-29,497,69,3,-86.0,901.0,0 days 00:00:00.000000432
418,424,2013-12-30,498,69,3,-86.0,901.0,0 days 00:00:00.000000432
419,432,2013-12-31,499,69,3,-84.0,899.0,0 days 00:00:00.000000433
420,430,2014-01-01,500,70,3,-85.0,897.0,0 days 00:00:00.000000434
421,435,2014-01-02,501,70,3,-86.0,898.0,0 days 00:00:00.000000435
422,437,2014-01-03,502,71,3,-87.0,898.0,0 days 00:00:00.000000436
423,483,2014-01-04,503,71,3,-86.0,897.0,0 days 00:00:00.000000437
424,436,2014-01-05,504,72,3,-85.0,895.0,0 days 00:00:00.000000438
425,438,2014-01-06,505,72,3,-85.0,895.0,0 days 00:00:00.000000438
426,439,2014-01-08,506,73,3,-86.0,894.0,0 days 00:00:00.000000440
427,440,2014-01-09,507,73,3,-85.0,894.0,0 days 00:00:00.000000441
428,442,2014-01-10,508,73,3,-83.0,893.0,0 days 00:00:00.000000442
429,443,2014-01-11,509,74,3,-86.0,895.0,0 days 00:00:00.000000443
430,441,2014-01-12,510,74,3,-85.0,892.0,0 days 00:00:00.000000444
431,446,2014-01-13,511,75,3,-85.0,892.0,0 days 00:00:00.000000444
432,444,2014-01-14,512,75,3,-86.0,890.0,0 days 00:00:00.000000445
433,445,2014-01-15,513,76,3,-86.0,889.0,0 days 00:00:00.000000446
434,447,2014-01-16,514,76,3,-86.0,888.0,0 days 00:00:00.000000447
435,450,2014-01-17,515,77,3,-86.0,888.0,0 days 00:00:00.000000448
436,449,2014-01-18,516,77,3,-86.0,888.0,0 days 00:00:00.000000449
437,448,2014-01-19,517,77,3,-86.0,885.0,0 days 00:00:00.000000450
438,451,2014-01-20,518,78,3,-85.0,885.0,0 days 00:00:00.000000451
439,452,2014-01-21,519,78,3,-86.0,884.0,0 days 00:00:00.000000451
440,453,2014-01-22,520,79,3,-86.0,884.0,0 days 00:00:00.000000452
441,454,2014-01-23,521,79,3,-87.0,882.0,0 days 00:00:00.000000453
442,455,2014-01-24,522,80,3,-85.0,881.0,0 days 00:00:00.000000454
443,458,2014-01-25,523,80,3,-85.0,881.0,0 days 00:00:00.000000455
444,457,2014-01-26,524,81,3,-85.0,880.0,0 days 00:00:00.000000456
445,456,2014-01-27,525,81,3,-87.0,878.0,0 days 00:00:00.000000457
446,459,2014-01-28,526,82,3,-87.0,878.0,0 days 00:00:00.000000457
447,460,2014-01-29,527,82,3,-86.0,877.0,0 days 00:00:00.000000458
448,461,2014-01-30,528,82,3,-86.0,876.0,0 days 00:00:00.000000459
449,462,2014-01-31,529,83,3,-87.0,875.0,0 days 00:00:00.000000460
450,463,2014-02-01,530,83,3,-87.0,873.0,0 days 00:00:00.000000461
451,465,2014-02-02,531,84,3,-87.0,872.0,0 days 00:00:00.000000462
452,464,2014-02-03,532,84,3,-88.0,872.0,0 days 00:00:00.000000463
453,466,2014-02-04,533,85,3,-87.0,871.0,0 days 00:00:00.000000463
454,467,2014-02-05,534,85,3,-86.0,869.0,0 days 00:00:00.000000464
455,468,2014-02-06,535,86,3,-88.0,868.0,0 days 00:00:00.000000465
456,470,2014-02-07,536,86,3,-83.0,867.0,0 days 00:00:00.000000466
457,469,2014-02-08,537,86,3,-83.0,865.0,0 days 00:00:00.000000467
458,472,2014-02-09,538,87,3,-85.0,865.0,0 days 00:00:00.000000468
459,476,2014-02-10,539,87,3,-85.0,864.0,0 days 00:00:00.000000469
460,481,2014-02-11,540,88,3,-84.0,862.0,0 days 00:00:00.000000470
461,482,2014-02-12,541,88,3,-84.0,861.0,0 days 00:00:00.000000470
462,477,2014-02-13,542,89,3,-85.0,859.0,0 days 00:00:00.000000471
463,486,2014-02-15,543,89,3,-84.0,858.0,0 days 00:00:00.000000473
464,487,2014-02-16,544,90,4,-86.0,857.0,0 days 00:00:00.000000474
465,490,2014-02-17,545,90,4,-85.0,856.0,0 days 00:00:00.000000475
466,489,2014-02-18,546,91,4,-85.0,855.0,0 days 00:00:00.000000476
467,488,2014-02-19,547,91,4,-85.0,853.0,0 days 00:00:00.000000476
468,491,2014-02-20,548,91,4,-86.0,852.0,0 days 00:00:00.000000477
469,492,2014-02-21,549,92,4,-87.0,851.0,0 days 00:00:00.000000478
470,494,2014-02-22,550,92,4,-85.0,850.0,0 days 00:00:00.000000479
471,495,2014-02-23,551,93,4,-85.0,848.0,0 days 00:00:00.000000480
472,493,2014-02-24,552,93,4,-86.0,847.0,0 days 00:00:00.000000481
473,496,2014-02-25,553,94,4,-84.0,845.0,0 days 00:00:00.000000482
474,497,2014-02-26,554,94,4,-84.0,843.0,0 days 00:00:00.000000482
475,499,2014-02-27,555,95,4,-85.0,843.0,0 days 00:00:00.000000483
476,501,2014-02-28,556,95,4,-85.0,842.0,0 days 00:00:00.000000484
477,498,2014-03-01,557,96,4,-85.0,840.0,0 days 00:00:00.000000485
478,500,2014-03-02,558,96,4,-85.0,839.0,0 days 00:00:00.000000486
479,502,2014-03-03,559,96,4,-85.0,838.0,0 days 00:00:00.000000487
480,503,2014-03-04,560,97,4,-86.0,836.0,0 days 00:00:00.000000488
481,504,2014-03-05,561,97,4,-85.0,835.0,0 days 00:00:00.000000489
482,506,2014-03-06,562,98,4,-85.0,834.0,0 days 00:00:00.000000489
483,505,2014-03-07,563,98,4,-87.0,833.0,0 days 00:00:00.000000490
484,509,2014-03-08,564,99,4,-86.0,831.0,0 days 00:00:00.000000491
485,508,2014-03-09,565,99,4,-85.0,830.0,0 days 00:00:00.000000492
486,507,2014-03-10,566,100,4,-86.0,829.0,0 days 00:00:00.000000493
487,510,2014-03-11,567,100,4,-86.0,827.0,0 days 00:00:00.000000494
488,511,2014-03-12,568,101,4,-86.0,825.0,0 days 00:00:00.000000495
489,512,2014-03-13,569,101,4,-85.0,825.0,0 days 00:00:00.000000495
490,513,2014-03-14,570,102,4,-84.0,823.0,0 days 00:00:00.000000496
491,515,2014-03-15,571,102,4,-84.0,821.0,0 days 00:00:00.000000497
492,514,2014-03-16,572,102,4,-85.0,820.0,0 days 00:00:00.000000498
493,516,2014-03-17,573,103,4,-84.0,819.0,0 days 00:00:00.000000499
494,517,2014-03-18,574,103,4,-85.0,817.0,0 days 00:00:00.000000500
495,518,2014-03-19,575,104,4,-82.0,816.0,0 days 00:00:00.000000501
496,520,2014-03-20,576,104,4,-84.0,815.0,0 days 00:00:00.000000501
497,519,2014-03-21,577,105,4,-84.0,813.0,0 days 00:00:00.000000502
498,521,2014-03-22,578,105,4,-83.0,812.0,0 days 00:00:00.000000503
499,522,2014-03-24,579,106,4,-82.0,811.0,0 days 00:00:00.000000505
500,523,2014-03-25,580,106,4,-83.0,810.0,0 days 00:00:00.000000506
501,524,2014-03-26,581,107,4,-84.0,808.0,0 days 00:00:00.000000507
502,525,2014-03-27,582,107,4,-84.0,807.0,0 days 00:00:00.000000508
503,526,2014-03-28,583,108,4,-82.0,806.0,0 days 00:00:00.000000508
504,528,2014-03-29,584,108,4,-82.0,804.0,0 days 00:00:00.000000509
505,527,2014-03-30,585,109,4,-83.0,802.0,0 days 00:00:00.000000510
506,529,2014-03-31,586,109,4,-82.0,802.0,0 days 00:00:00.000000511
507,530,2014-04-01,587,109,4,-85.0,801.0,0 days 00:00:00.000000512
508,532,2014-04-02,588,110,4,-84.0,799.0,0 days 00:00:00.000000513
509,531,2014-04-03,589,110,4,-85.0,798.0,0 days 00:00:00.000000514
510,535,2014-04-04,590,111,4,-82.0,797.0,0 days 00:00:00.000000514
511,533,2014-04-05,591,111,4,-82.0,795.0,0 days 00:00:00.000000515
512,534,2014-04-06,592,112,4,-83.0,795.0,0 days 00:00:00.000000516
513,536,2014-04-07,593,112,4,-83.0,795.0,0 days 00:00:00.000000517
514,537,2014-04-08,594,113,4,-83.0,793.0,0 days 00:00:00.000000518
515,538,2014-04-09,595,113,4,-83.0,792.0,0 days 00:00:00.000000519
516,539,2014-04-10,596,114,4,-82.0,791.0,0 days 00:00:00.000000520
517,540,2014-04-11,597,114,4,-84.0,790.0,0 days 00:00:00.000000520
518,542,2014-04-12,598,115,4,-84.0,787.0,0 days 00:00:00.000000521
519,543,2014-04-13,599,115,4,-84.0,788.0,0 days 00:00:00.000000522
520,541,2014-04-14,600,116,4,-81.0,787.0,0 days 00:00:00.000000523
521,544,2014-04-15,601,116,4,-82.0,785.0,0 days 00:00:00.000000524
522,545,2014-04-16,602,117,4,-82.0,784.0,0 days 00:00:00.000000525
523,548,2014-04-17,603,117,4,-83.0,783.0,0 days 00:00:00.000000526
524,546,2014-04-18,604,118,4,-84.0,782.0,0 days 00:00:00.000000527
525,547,2014-04-19,605,118,4,-83.0,781.0,0 days 00:00:00.000000527
526,549,2014-04-20,606,118,4,-84.0,780.0,0 days 00:00:00.000000528
527,550,2014-04-21,607,119,4,-83.0,779.0,0 days 00:00:00.000000529
528,551,2014-04-22,608,119,4,-85.0,777.0,0 days 00:00:00.000000530
529,552,2014-04-23,609,120,5,-84.0,777.0,0 days 00:00:00.000000531
530,554,2014-04-24,610,120,5,-85.0,776.0,0 days 00:00:00.000000532
531,555,2014-04-25,611,121,5,-84.0,775.0,0 days 00:00:00.000000533
532,553,2014-04-26,612,121,5,-85.0,774.0,0 days 00:00:00.000000533
533,556,2014-04-27,613,122,5,-84.0,773.0,0 days 00:00:00.000000534
534,557,2014-04-28,614,122,5,-82.0,772.0,0 days 00:00:00.000000535
535,558,2014-04-29,615,123,5,-83.0,771.0,0 days 00:00:00.000000536
536,559,2014-05-01,616,123,5,-82.0,769.0,0 days 00:00:00.000000538
537,561,2014-05-02,617,124,5,-84.0,769.0,0 days 00:00:00.000000539
538,562,2014-05-03,618,124,5,-83.0,769.0,0 days 00:00:00.000000540
539,560,2014-05-04,619,125,5,-82.0,766.0,0 days 00:00:00.000000540
540,563,2014-05-05,620,125,5,-83.0,765.0,0 days 00:00:00.000000541
541,564,2014-05-06,621,126,5,-82.0,765.0,0 days 00:00:00.000000542
542,565,2014-05-07,622,126,5,-84.0,763.0,0 days 00:00:00.000000543
543,566,2014-05-08,623,127,5,-83.0,763.0,0 days 00:00:00.000000544
544,568,2014-05-09,624,127,5,-82.0,762.0,0 days 00:00:00.000000545
545,569,2014-05-10,625,128,5,-81.0,761.0,0 days 00:00:00.000000546
546,567,2014-05-11,626,128,5,-82.0,760.0,0 days 00:00:00.000000546
547,570,2014-05-12,627,129,5,-82.0,759.0,0 days 00:00:00.000000547
548,571,2014-05-13,628,129,5,-81.0,759.0,0 days 00:00:00.000000548
549,572,2014-05-14,629,130,5,-84.0,759.0,0 days 00:00:00.000000549
550,573,2014-05-15,630,130,5,-82.0,757.0,0 days 00:00:00.000000550
551,576,2014-05-16,631,131,5,-81.0,756.0,0 days 00:00:00.000000551
552,575,2014-05-17,632,131,5,-79.0,755.0,0 days 00:00:00.000000552
553,574,2014-05-18,633,132,5,-81.0,754.0,0 days 00:00:00.000000552
554,577,2014-05-19,634,132,5,-82.0,753.0,0 days 00:00:00.000000553
555,578,2014-05-20,635,133,5,-82.0,754.0,0 days 00:00:00.000000554
556,582,2014-05-21,636,133,5,-81.0,752.0,0 days 00:00:00.000000555
557,580,2014-05-22,637,134,5,-80.0,752.0,0 days 00:00:00.000000556
558,579,2014-05-23,638,134,5,-80.0,751.0,0 days 00:00:00.000000557
559,581,2014-05-24,639,135,5,-80.0,750.0,0 days 00:00:00.000000558
560,583,2014-05-25,640,135,5,-81.0,750.0,0 days 00:00:00.000000559
561,584,2014-05-26,641,136,5,-81.0,749.0,0 days 00:00:00.000000559
562,585,2014-05-27,642,136,5,-80.0,749.0,0 days 00:00:00.000000560
563,586,2014-05-28,643,137,5,-80.0,748.0,0 days 00:00:00.000000561
564,588,2014-05-29,644,137,5,-80.0,748.0,0 days 00:00:00.000000562
565,589,2014-05-30,645,138,5,-81.0,746.0,0 days 00:00:00.000000563
566,587,2014-05-31,646,138,5,-81.0,746.0,0 days 00:00:00.000000564
567,590,2014-06-01,647,139,5,-79.0,746.0,0 days 00:00:00.000000565
568,591,2014-06-02,648,139,5,-80.0,746.0,0 days 00:00:00.000000565
569,592,2014-06-03,649,140,5,-79.0,745.0,0 days 00:00:00.000000566
570,593,2014-06-04,650,140,5,-80.0,743.0,0 days 00:00:00.000000567
571,595,2014-06-05,651,141,5,-80.0,743.0,0 days 00:00:00.000000568
572,594,2014-06-07,652,141,5,-79.0,745.0,0 days 00:00:00.000000570
573,596,2014-06-08,653,142,5,-80.0,744.0,0 days 00:00:00.000000571
574,597,2014-06-09,654,142,5,-79.0,742.0,0 days 00:00:00.000000571
575,598,2014-06-10,655,143,5,-77.0,741.0,0 days 00:00:00.000000572
576,599,2014-06-11,656,143,5,-80.0,740.0,0 days 00:00:00.000000573
577,600,2014-06-12,657,144,5,-79.0,739.0,0 days 00:00:00.000000574
578,602,2014-06-13,658,144,5,-79.0,739.0,0 days 00:00:00.000000575
579,603,2014-06-14,659,145,5,-77.0,738.0,0 days 00:00:00.000000576
580,601,2014-06-15,660,145,5,-78.0,735.0,0 days 00:00:00.000000577
581,604,2014-06-16,661,146,5,-76.0,735.0,0 days 00:00:00.000000578
582,605,2014-06-17,662,146,5,-77.0,735.0,0 days 00:00:00.000000578
583,609,2014-06-18,663,147,5,-77.0,734.0,0 days 00:00:00.000000579
584,607,2014-06-19,664,147,5,-78.0,732.0,0 days 00:00:00.000000580
585,610,2014-06-20,665,148,5,-78.0,735.0,0 days 00:00:00.000000581
586,608,2014-06-21,666,148,5,-77.0,736.0,0 days 00:00:00.000000582
587,606,2014-06-22,667,149,5,-76.0,736.0,0 days 00:00:00.000000583
588,611,2014-06-23,668,150,6,-75.0,734.0,0 days 00:00:00.000000584
589,613,2014-06-24,669,150,6,-84.0,735.0,0 days 00:00:00.000000584
590,612,2014-06-25,670,151,6,-79.0,737.0,0 days 00:00:00.000000585
591,614,2014-06-26,671,151,6,-79.0,740.0,0 days 00:00:00.000000586
592,615,2014-06-27,672,152,6,-78.0,739.0,0 days 00:00:00.000000587
593,616,2014-06-28,673,152,6,-78.0,738.0,0 days 00:00:00.000000588
594,617,2014-06-29,674,153,6,-80.0,739.0,0 days 00:00:00.000000589
595,618,2014-06-30,675,153,6,-80.0,740.0,0 days 00:00:00.000000590
596,619,2014-07-01,676,154,6,-80.0,738.0,0 days 00:00:00.000000590
597,622,2014-07-02,677,154,6,-78.0,737.0,0 days 00:00:00.000000591
598,621,2014-07-03,678,155,6,-77.0,739.0,0 days 00:00:00.000000592
599,624,2014-07-04,679,155,6,-77.0,738.0,0 days 00:00:00.000000593
600,620,2014-07-05,680,156,6,-76.0,740.0,0 days 00:00:00.000000594
601,623,2014-07-06,681,156,6,-79.0,738.0,0 days 00:00:00.000000595
602,625,2014-07-07,682,157,6,-77.0,739.0,0 days 00:00:00.000000596
603,626,2014-07-08,683,158,6,-79.0,741.0,0 days 00:00:00.000000597
604,627,2014-07-09,684,158,6,-75.0,741.0,0 days 00:00:00.000000597
605,628,2014-07-10,685,159,6,-77.0,740.0,0 days 00:00:00.000000598
606,629,2014-07-11,686,159,6,-76.0,738.0,0 days 00:00:00.000000599
607,630,2014-07-12,687,160,6,-77.0,739.0,0 days 00:00:00.000000600
608,631,2014-07-14,688,160,6,-77.0,741.0,0 days 00:00:00.000000602
609,632,2014-07-15,689,161,6,-76.0,742.0,0 days 00:00:00.000000603
610,633,2014-07-16,690,161,6,-77.0,741.0,0 days 00:00:00.000000603
611,634,2014-07-17,691,162,6,-76.0,741.0,0 days 00:00:00.000000604
612,637,2014-07-18,692,162,6,-76.0,742.0,0 days 00:00:00.000000605
613,636,2014-07-19,693,163,6,-76.0,741.0,0 days 00:00:00.000000606
614,635,2014-07-20,694,164,6,-75.0,740.0,0 days 00:00:00.000000607
615,638,2014-07-21,695,164,6,-76.0,741.0,0 days 00:00:00.000000608
616,639,2014-07-22,696,165,6,-75.0,743.0,0 days 00:00:00.000000609
617,640,2014-07-23,697,165,6,-74.0,743.0,0 days 00:00:00.000000609
618,641,2014-07-24,698,166,6,-77.0,743.0,0 days 00:00:00.000000610
619,642,2014-07-25,699,166,6,-76.0,744.0,0 days 00:00:00.000000611
620,643,2014-07-26,700,167,6,-75.0,745.0,0 days 00:00:00.000000612
621,644,2014-07-27,701,167,6,-77.0,745.0,0 days 00:00:00.000000613
622,645,2014-07-28,702,168,6,-76.0,745.0,0 days 00:00:00.000000614
623,646,2014-07-29,703,169,6,-75.0,747.0,0 days 00:00:00.000000615
624,647,2014-07-30,704,169,6,-75.0,747.0,0 days 00:00:00.000000616
625,648,2014-07-31,705,170,6,-76.0,746.0,0 days 00:00:00.000000616
626,650,2014-08-01,706,170,6,-76.0,748.0,0 days 00:00:00.000000617
627,651,2014-08-02,707,171,6,-76.0,749.0,0 days 00:00:00.000000618
628,649,2014-08-03,708,171,6,-76.0,749.0,0 days 00:00:00.000000619
629,652,2014-08-04,709,172,6,-73.0,750.0,0 days 00:00:00.000000620
630,653,2014-08-05,710,172,6,-77.0,751.0,0 days 00:00:00.000000621
631,654,2014-08-06,711,173,6,-75.0,751.0,0 days 00:00:00.000000622
632,658,2014-08-07,712,174,6,-77.0,752.0,0 days 00:00:00.000000622
633,656,2014-08-08,713,174,6,-76.0,754.0,0 days 00:00:00.000000623
634,655,2014-08-09,714,175,6,-76.0,754.0,0 days 00:00:00.000000624
635,657,2014-08-10,715,175,6,-73.0,755.0,0 days 00:00:00.000000625
636,659,2014-08-11,716,176,6,-75.0,755.0,0 days 00:00:00.000000626
637,661,2014-08-12,717,176,6,-76.0,756.0,0 days 00:00:00.000000627
638,660,2014-08-13,718,177,6,-77.0,757.0,0 days 00:00:00.000000628
639,662,2014-08-14,719,178,6,-77.0,758.0,0 days 00:00:00.000000628
640,663,2014-08-15,720,178,6,-74.0,760.0,0 days 00:00:00.000000629
641,664,2014-08-16,721,179,6,-73.0,761.0,0 days 00:00:00.000000630
642,665,2014-08-17,722,179,6,-74.0,760.0,0 days 00:00:00.000000631
643,666,2014-08-18,723,180,7,-73.0,761.0,0 days 00:00:00.000000632
644,667,2014-08-19,724,181,7,-74.0,763.0,0 days 00:00:00.000000633
645,669,2014-08-21,725,181,7,-73.0,764.0,0 days 00:00:00.000000635
646,668,2014-08-22,726,182,7,-75.0,766.0,0 days 00:00:00.000000635
647,671,2014-08-23,727,182,7,-76.0,766.0,0 days 00:00:00.000000636
648,670,2014-08-24,728,183,7,-74.0,766.0,0 days 00:00:00.000000637
649,672,2014-08-25,729,183,7,-75.0,768.0,0 days 00:00:00.000000638
650,676,2014-08-26,730,184,7,-76.0,770.0,0 days 00:00:00.000000639
651,673,2014-08-27,731,185,7,-75.0,771.0,0 days 00:00:00.000000640
652,677,2014-08-28,732,185,7,-75.0,773.0,0 days 00:00:00.000000641
653,674,2014-08-29,733,186,7,-74.0,773.0,0 days 00:00:00.000000641
654,675,2014-08-30,734,186,7,-73.0,776.0,0 days 00:00:00.000000642
655,678,2014-08-31,735,187,7,-73.0,776.0,0 days 00:00:00.000000643
656,679,2014-09-01,736,188,7,-76.0,776.0,0 days 00:00:00.000000644
657,680,2014-09-02,737,188,7,-74.0,777.0,0 days 00:00:00.000000645
658,681,2014-09-03,738,189,7,-75.0,778.0,0 days 00:00:00.000000646
659,682,2014-09-04,739,189,7,-77.0,779.0,0 days 00:00:00.000000647
660,685,2014-09-05,740,190,7,-76.0,782.0,0 days 00:00:00.000000648
661,683,2014-09-06,741,191,7,-70.0,784.0,0 days 00:00:00.000000648
662,684,2014-09-07,742,191,7,-72.0,784.0,0 days 00:00:00.000000649
663,686,2014-09-08,743,192,7,-72.0,786.0,0 days 00:00:00.000000650
664,687,2014-09-09,744,192,7,-75.0,786.0,0 days 00:00:00.000000651
665,689,2014-09-10,745,193,7,-74.0,787.0,0 days 00:00:00.000000652
666,688,2014-09-11,746,194,7,-76.0,788.0,0 days 00:00:00.000000653
667,691,2014-09-12,747,194,7,-73.0,789.0,0 days 00:00:00.000000654
668,690,2014-09-13,748,195,7,-71.0,791.0,0 days 00:00:00.000000654
669,692,2014-09-14,749,195,7,-73.0,794.0,0 days 00:00:00.000000655
670,693,2014-09-15,750,196,7,-72.0,796.0,0 days 00:00:00.000000656
671,695,2014-09-16,751,197,7,-72.0,797.0,0 days 00:00:00.000000657
672,694,2014-09-17,752,197,7,-71.0,798.0,0 days 00:00:00.000000658
673,698,2014-09-18,753,198,7,-73.0,800.0,0 days 00:00:00.000000659
674,696,2014-09-19,754,198,7,-73.0,802.0,0 days 00:00:00.000000660
675,697,2014-09-20,755,199,7,-74.0,806.0,0 days 00:00:00.000000660
676,699,2014-09-21,756,200,7,-73.0,806.0,0 days 00:00:00.000000661
677,700,2014-09-22,757,200,7,-73.0,807.0,0 days 00:00:00.000000662
678,701,2014-09-23,758,201,7,-71.0,810.0,0 days 00:00:00.000000663
679,702,2014-09-24,759,201,7,-77.0,809.0,0 days 00:00:00.000000664
680,704,2014-09-25,760,202,7,-70.0,810.0,0 days 00:00:00.000000665
681,705,2014-09-27,761,203,7,-72.0,814.0,0 days 00:00:00.000000667
682,703,2014-09-28,762,203,7,-75.0,814.0,0 days 00:00:00.000000667
683,706,2014-09-29,763,204,7,-78.0,817.0,0 days 00:00:00.000000668
684,707,2014-09-30,764,205,7,-73.0,821.0,0 days 00:00:00.000000669
685,708,2014-10-01,765,205,7,-73.0,820.0,0 days 00:00:00.000000670
686,709,2014-10-02,766,206,7,-70.0,824.0,0 days 00:00:00.000000671
687,710,2014-10-03,767,206,7,-71.0,824.0,0 days 00:00:00.000000672
688,712,2014-10-04,768,207,7,-73.0,826.0,0 days 00:00:00.000000673
689,711,2014-10-05,769,208,7,-73.0,829.0,0 days 00:00:00.000000673
690,713,2014-10-06,770,208,7,-70.0,829.0,0 days 00:00:00.000000674
691,714,2014-10-07,771,209,7,-71.0,836.0,0 days 00:00:00.000000675
692,715,2014-10-08,772,210,8,-71.0,835.0,0 days 00:00:00.000000676
693,716,2014-10-09,773,210,8,-70.0,838.0,0 days 00:00:00.000000677
694,719,2014-10-10,774,211,8,-73.0,838.0,0 days 00:00:00.000000678
695,717,2014-10-11,775,211,8,-71.0,838.0,0 days 00:00:00.000000679
